name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,number_of_reviews,bathrooms,amenities,price,extra_people,last_review,Street,Country,Country_Code,Longitude,Latitude,availability_30,availability_60,availability_90,availability_365,review_scores_rating
Sao Bento Studio to Porto,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,0.0,78,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",55.00,8.00,2018-11-08 05:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.60957,41.14472,7,17,23,35,95.0
CBD Rooms Midlevel HKIsland,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,2.0,11,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Essentials', 'Hair dryer', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Refrigerator', 'Dishes and silverware']",761.00,100.00,2019-02-18 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15214,22.28256,15,39,69,339,89.0
Cozy w Yard Walking Distance to Waikiki BROC,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,67,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Long term stays allowed', 'Step-free access', 'Step-free access']",110.00,0.00,2019-01-21 05:00:00,"Honolulu, HI, United States",United States,US,-157.8141,21.27482,17,47,77,352,90.0
Magical Hobbit Loft,Loft,Entire home/apt,Real Bed,3,1125,moderate,1,1.0,23,1.0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Long term stays allowed', 'Other']",68.00,0.00,2018-10-31 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.57373,45.52331,16,25,50,91,96.0
Clean Private Room in East Village,Apartment,Private room,Real Bed,5,1125,moderate,2,1.0,8,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Hot tub', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49']",100.00,15.00,2019-01-03 05:00:00,"New York, NY, United States",United States,US,-73.98286,40.72177,0,0,0,5,85.0
Heart of the CityCozy Room Private Sunny Balcony,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,47,2.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",14.00,15.00,2019-02-24 05:00:00,"Barcelona, Catalonia, Spain",Spain,ES,2.15881,41.39925,19,49,79,79,91.0
Old School Hospitality,Guest suite,Entire home/apt,Real Bed,1,14,strict_14_with_grace_period,4,2.0,61,1.0,"['Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance']",110.00,10.00,2019-02-20 05:00:00,"Keaau, HI, United States",United States,US,-154.97636,19.57658,18,40,63,153,99.0
Super clean and cosy,Apartment,Entire home/apt,Real Bed,3,300,strict_14_with_grace_period,4,2.0,28,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Oven', 'Stove', 'BBQ grill']",129.00,25.00,2019-02-04 05:00:00,"Mascot, NSW, Australia",Australia,AU,151.19107,-33.92407,4,8,16,26,99.0
Opimo,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,51,1.0,"['Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Free street parking', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",21.00,0.00,2018-11-22 05:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.61875,41.1562,0,2,20,251,89.0
Flat Duplex Ipanema All Service Luxury With Services,Serviced apartment,Entire home/apt,Real Bed,4,1124,moderate,8,2.0,2,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Wide hallway clearance', 'Step-free access', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Wide entryway', 'Lake access']",601.00,50.00,2018-06-04 04:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.20396556253349,-22.97874838432402,0,0,0,0,90.0
Peaceful hometown with perfect sea and forest view,Apartment,Entire home/apt,Real Bed,4,365,moderate,8,4.0,15,3.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Doorman', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",501.00,0.00,2018-09-23 04:00:00,"Bakırköy, İstanbul, Turkey",Turkey,TR,28.78406,40.97867,15,24,47,123,98.0
The Porto Concierge Green Building E,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,0.0,23,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",55.00,10.00,2019-01-06 05:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.60874,41.14922,12,36,66,341,79.0
PRIVATE ROOMOasis of peace near Downtown Montreal,Apartment,Private room,Real Bed,2,15,flexible,3,1.0,15,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Hot water']",40.00,15.00,2018-07-15 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.54921,45.52811,0,0,0,0,100.0
Warehouse style studio,Guest suite,Entire home/apt,Real Bed,2,1126,flexible,2,1.0,9,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Private living room', 'Private entrance', 'Hot water', 'Private bathroom', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Other']",151.00,50.00,2019-03-02 05:00:00,"Avalon Beach, NSW, Australia",Australia,AU,151.32068,-33.6212,27,54,84,359,100.0
New Renovated Private bedbath in Prime Location,Apartment,Private room,Real Bed,1,6,flexible,1,1.0,3,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Outlet covers', 'Bathtub', 'Changing table', 'Window guards', 'Children’s dinnerware']",150.00,0.00,2017-04-17 04:00:00,"New York, NY, United States",United States,US,-73.95149,40.78071,0,0,0,0,100.0
Room in TaksimPera very Close to İstiklal Str,Apartment,Private room,Real Bed,2,360,strict_14_with_grace_period,2,1.0,14,1.0,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Refrigerator', 'Dishwasher', 'Host greets you']",53.00,40.00,2018-11-24 05:00:00,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28.97237,41.03114,13,33,63,338,96.0
Unit close to CBD available for Christmas NYE,Apartment,Entire home/apt,Real Bed,10,10,strict_14_with_grace_period,4,2.0,2,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Outlet covers', 'Bathtub', 'High chair', 'Children’s books and toys', 'Window guards', 'Crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Wide entryway']",70.00,0.00,2018-01-01 05:00:00,"Hurlstone Park, NSW, Australia",Australia,AU,151.13138,-33.90947,0,0,0,0,90.0
Cute Tiny Room Family Home by LGA NO CLEANING FEE,Townhouse,Private room,Real Bed,1,3,strict_14_with_grace_period,1,1.0,379,2.0,"['Wifi', 'Air conditioning', 'Pets live on this property', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Keypad', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Luggage dropoff allowed']",48.00,200.00,2019-03-03 05:00:00,"Queens, NY, United States",United States,US,-73.87238,40.7638,19,19,19,236,99.0
Daddy and,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_60,4,1.0,23,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Smart lock', 'Private entrance', 'Long term stays allowed']",260.00,0.00,2019-02-15 05:00:00,"Lahaina, HI, United States",United States,US,-156.68808,20.95145,2,14,25,189,98.0
Beautiful sunny apartment,Apartment,Entire home/apt,Real Bed,4,20,flexible,4,2.0,2,1.0,"['Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Essentials', 'Hangers', 'Private entrance', 'Hot water', 'Bed linens']",50.00,8.00,2018-04-26 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.62719,45.52577,0,23,53,53,100.0
Nice appartment in Ahuntsic Montreal,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,2,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",81.00,0.00,2017-05-31 04:00:00,"Montréal, Québec, Canada",Canada,CA,-73.62827,45.55369,0,0,0,0,60.0
Bright uptown apartment in the heart of Harlem,Apartment,Entire home/apt,Real Bed,2,1125,flexible,6,1.0,56,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",200.00,15.00,2019-01-24 05:00:00,"New York, NY, United States",United States,US,-73.94647,40.80803,15,19,25,25,99.0
Porto Trindade Cozy flat,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,2.0,33,1.5,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Other']",64.00,0.00,2019-01-28 05:00:00,"Porto, Porto, Portugal",Portugal,PT,-8.60819,41.15627,15,33,48,297,90.0
Cozy Bedroom in Copacabana R,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2,1.0,69,1.0,"['Internet', 'Wifi', 'Doorman', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private living room', 'Baby bath', 'Microwave', 'Coffee maker', 'Dishes and silverware', 'Cooking basics', 'Host greets you']",131.00,40.00,2018-11-18 05:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.18169203502355,-22.967251622070783,27,57,87,362,97.0
North Shore Beach Bungalow Just Steps to the Sand,Bungalow,Private room,Real Bed,1,1125,moderate,4,2.0,123,1.0,"['Wifi', 'Air conditioning', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Babysitter recommendations', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Single level home', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Other', 'Handheld shower head']",95.00,55.00,2019-02-27 05:00:00,"Waialua, HI, United States",United States,US,-158.12406,21.58216,22,46,60,146,95.0
Lovely Studio for two twinbed wifi CWB MTR,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,88,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Ground floor access', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Step-free access', 'Step-free access', 'Handheld shower head']",447.00,100.00,2019-03-09 05:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18182,22.28134,11,35,65,336,85.0
Cozy Living Room in MidLevels,Apartment,Shared room,Pull-out Sofa,2,28,flexible,2,1.0,41,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox']",314.00,0.00,2018-07-15 04:00:00,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15007,22.28215,0,0,0,0,92.0
Nice big room near Downtown,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,3,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Doorman', 'Elevator', 'Washer', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water']",224.00,112.00,2016-08-24 04:00:00,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.17475739253271,-22.932397564673835,17,39,69,344,93.0
Cozy Room in Sagrada Familia,Apartment,Private room,Real Bed,5,90,strict_14_with_grace_period,2,1.0,99,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Heating', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Refrigerator', 'Dishes and silverware', 'Host greets you', 'Paid parking on premises']",15.00,5.00,2019-02-25 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.181,41.40318,0,0,6,91,94.0
Large and bright room near the beach Poblenou,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,22,1.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",52.00,7.00,2019-02-04 05:00:00,"Barcelona, Catalunya, Spain",Spain,ES,2.19603,41.39933,10,38,68,68,98.0
Brand new flat BR study sqft,Apartment,Entire home/apt,Real Bed,12,1125,strict_14_with_grace_period,4,2.0,2,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Outlet covers', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Room-darkening shades', 'Bed linens', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Patio or balcony', 'Long term stays allowed', 'Step-free access', 'Well-lit path to entrance', 'Hot water kettle', 'Air purifier']",699.00,80.00,2017-08-03 04:00:00,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,114.27492,22.29569,0,0,0,0,100.0
